eu_code,tên sản phẩm,annex1_legal_ref,hs6 hiện tại,đánh giá,mã HS6 đúng đề xuất (nếu sai/ngờ),lý do + nguồn dẫn,hs6_current_desc,hs6_proposed_desc,source_concordance_url,source_hs2012_url,source_annex1_url,original_annex1_group,original_note
401070,Soyabeans,0401070 Soyabeans | Glycine max,120190,NGỜ,120110;120190;120799,"Soybeans có seed/non-seed split và Annex có moringa seeds; current 120190 không đủ. Nguồn EU/loài: 0401070 Soyabeans | Glycine max. HS2012 hiện tại: 120190: Soya beans: other than seed, whether or not broken. HS2012 đề xuất: 120110: Soya beans: seed, whether or not broken | 120190: Soya beans: other than seed, whether or not broken | 120799: Oil seeds and oleaginous fruits: n.e.c. in heading no. 1207, whether or not broken.","120190: Soya beans: other than seed, whether or not broken","120110: Soya beans: seed, whether or not broken | 120190: Soya beans: other than seed, whether or not broken | 120799: Oil seeds and oleaginous fruits: n.e.c. in heading no. 1207, whether or not broken",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,04xxxxx Hạt có dầu/oil fruits,"[map loài→HS: 0401070 Soyabeans | Glycine max] residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
300010,Beans,0300010 Beans | Phaseolus vulgaris,071331,SAI,071333,"Beans trong Annex là Phaseolus vulgaris; 071331 là Vigna mungo/radiata, còn 071333 bao phủ Phaseolus vulgaris. Nguồn EU/loài: 0300010 Beans | Phaseolus vulgaris. HS2012 hiện tại: 071331: Vegetables, leguminous: beans of the species vigna mungo (l.) hepper or vigna radiata (l.) wilczek, shelled, whether or not skinned or split, dried. HS2012 đề xuất: 071333: Vegetables, leguminous: kidney beans, including white pea beans (phaseolus vulgaris), shelled, whether or not skinned or split, dried.","071331: Vegetables, leguminous: beans of the species vigna mungo (l.) hepper or vigna radiata (l.) wilczek, shelled, whether or not skinned or split, dried","071333: Vegetables, leguminous: kidney beans, including white pea beans (phaseolus vulgaris), shelled, whether or not skinned or split, dried",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,03xxxxx Đậu/pulses,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
401080,Mustard seeds,0401080 Mustard seeds | Brassica juncea; Brassica nigra; Sinapis alba,120750,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0401080 Mustard seeds | Brassica juncea; Brassica nigra; Sinapis alba. HS2012 hiện tại: 120750: Oil seeds: mustard seeds, whether or not broken.","120750: Oil seeds: mustard seeds, whether or not broken",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,04xxxxx Hạt có dầu/oil fruits,"[map loài→HS: 0401080 Mustard seeds | Brassica juncea;] residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
130000,Pome fruits,0130000 Pome fruits,080810,NGỜ,080810;080830;080840;081090,"Pome fruits gồm apples, pears, quinces, medlars/loquats; 080810 chỉ apples. Nguồn EU/loài: 0130000 Pome fruits. HS2012 hiện tại: 080810: Fruit, edible: apples, fresh. HS2012 đề xuất: 080810: Fruit, edible: apples, fresh | 080830: Fruit, edible: pears, fresh | 080840: Fruit, edible: quinces, fresh | 081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh.","080810: Fruit, edible: apples, fresh","080810: Fruit, edible: apples, fresh | 080830: Fruit, edible: pears, fresh | 080840: Fruit, edible: quinces, fresh | 081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,01xxxxx Trái cây (fresh/frozen) + nuts,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
154990,Others (2),0154990 Others ( 2 ),081040,SAI,081090,"Others trong other small fruits/berries không nên neo vào Vaccinium 081040; dùng 081090. Nguồn EU/loài: 0154990 Others ( 2 ). HS2012 hiện tại: 081040: Fruit, edible: cranberries, bilberries and other fruits of the genus vaccinium, fresh. HS2012 đề xuất: 081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh.","081040: Fruit, edible: cranberries, bilberries and other fruits of the genus vaccinium, fresh","081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,01xxxxx Trái cây (fresh/frozen) + nuts,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
500990,Others (2),0500990 Others ( 2 ),,NGỜ,100890,Others in cereals có thể là cereals n.e.c. 100890 nhưng là catch-all. Nguồn EU/loài: 0500990 Others ( 2 ). HS2012 hiện tại: (trống). HS2012 đề xuất: 100890: Cereals: n.e.c. in chapter 10.,(trống),100890: Cereals: n.e.c. in chapter 10,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,05xxxxx Ngũ cốc,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
254000,(d) watercresses,0254000  | Nasturtium officinale,070930,SAI,070999,"Watercress không phải aubergine/eggplant 070930; dùng vegetables n.e.c. 070999. Nguồn EU/loài: 0254000  | Nasturtium officinale. HS2012 hiện tại: 070930: Vegetables: aubergines, (e.g. plants), fresh or chilled. HS2012 đề xuất: 070999: Vegetables: edible, n.e.c. in chapter 07, fresh or chilled.","070930: Vegetables: aubergines, (e.g. plants), fresh or chilled","070999: Vegetables: edible, n.e.c. in chapter 07, fresh or chilled",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,02xxxxx Rau,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
401150,Castor beans,0401150 Castor beans | Ricinus communis,120730,NGỜ,120730;120799,"Castor seeds fit 120730, nhưng Annex có grape/sea-buckthorn seeds; cần 120799. Nguồn EU/loài: 0401150 Castor beans | Ricinus communis. HS2012 hiện tại: 120730: Oil seeds: castor oil seeds, whether or not broken. HS2012 đề xuất: 120730: Oil seeds: castor oil seeds, whether or not broken | 120799: Oil seeds and oleaginous fruits: n.e.c. in heading no. 1207, whether or not broken.","120730: Oil seeds: castor oil seeds, whether or not broken","120730: Oil seeds: castor oil seeds, whether or not broken | 120799: Oil seeds and oleaginous fruits: n.e.c. in heading no. 1207, whether or not broken",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,04xxxxx Hạt có dầu/oil fruits,"[map loài→HS: 0401150 Castor beans | Ricinus communis] residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
800000,SPICES,0800000 SPICES,,NGỜ,,SPICES là heading không có một HS6 đơn. Nguồn EU/loài: 0800000 SPICES. HS2012 hiện tại: (trống).,(trống),,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,08xxxxx Gia vị,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
162060,American persimmons/Virginia kaki,0162060 American persimmons/Virginia kaki | Diospyros virginiana,081070,NGỜ,081070;081090,"Persimmons fit 081070, nhưng Annex có sapotes; có thể cần 081090. Nguồn EU/loài: 0162060 American persimmons/Virginia kaki | Diospyros virginiana. HS2012 hiện tại: 081070: Fruit, edible: persimmons, fresh. HS2012 đề xuất: 081070: Fruit, edible: persimmons, fresh | 081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh.","081070: Fruit, edible: persimmons, fresh","081070: Fruit, edible: persimmons, fresh | 081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,01xxxxx Trái cây (fresh/frozen) + nuts,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
242010,Brussels sprouts,0242010 Brussels sprouts | Brassica oleracea var. gemmifera,070420,NGỜ,070420;070490,"Brussels sprouts fit 070420, nhưng Annex có flower sprouts; có thể cần 070490. Nguồn EU/loài: 0242010 Brussels sprouts | Brassica oleracea var. gemmifera. HS2012 hiện tại: 070420: Vegetables, brassica: brussel sprouts, fresh or chilled. HS2012 đề xuất: 070420: Vegetables, brassica: brussel sprouts, fresh or chilled | 070490: Vegetables, brassica: edible, n.e.c. in heading no. 0704, fresh or chilled.","070420: Vegetables, brassica: brussel sprouts, fresh or chilled","070420: Vegetables, brassica: brussel sprouts, fresh or chilled | 070490: Vegetables, brassica: edible, n.e.c. in heading no. 0704, fresh or chilled",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,02xxxxx Rau,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
1014000,d) goat,1014000  | Capra aegagrus hircus,,NGỜ,,Dòng đang để trống/loại vì thuộc sản phẩm động vật hoặc ngoài crop scope; nếu concordance toàn Annex I thì cần xây ánh xạ động vật riêng. Nguồn EU/loài: 1014000  | Capra aegagrus hircus. HS2012 hiện tại: (trống).,(trống),,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,10xxxxx SP động vật (cạn),"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
830000,Bark spices,0830000 Bark spices,090611,NGỜ,090611;090619;090620,"Bark spices gồm cinnamon/cassia/cinnamon-tree flowers và form split; 090611 chỉ C. zeylanicum whole. Nguồn EU/loài: 0830000 Bark spices. HS2012 hiện tại: 090611: Spices: cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground. HS2012 đề xuất: 090611: Spices: cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground | 090619: Spices: cinnamon and cinnamon-tree flowers, other than cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground | 090620: Spices: cinnamon and cinnamon-tree flowers, crushed or ground.","090611: Spices: cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","090611: Spices: cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground | 090619: Spices: cinnamon and cinnamon-tree flowers, other than cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground | 090620: Spices: cinnamon and cinnamon-tree flowers, crushed or ground",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,08xxxxx Gia vị,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
401100,Pumpkin seeds,0401100 Pumpkin seeds | Cucurbita pepo Styrian Hulless Group,120799,NGỜ,120770;120799,"Pumpkin seeds thường 120799, nhưng Annex có watermelon/melon seeds với mã 120770; current alone không đủ. Nguồn EU/loài: 0401100 Pumpkin seeds | Cucurbita pepo Styrian Hulless Group. HS2012 hiện tại: 120799: Oil seeds and oleaginous fruits: n.e.c. in heading no. 1207, whether or not broken. HS2012 đề xuất: 120770: Oil seeds: melon seeds, whether or not broken | 120799: Oil seeds and oleaginous fruits: n.e.c. in heading no. 1207, whether or not broken.","120799: Oil seeds and oleaginous fruits: n.e.c. in heading no. 1207, whether or not broken","120770: Oil seeds: melon seeds, whether or not broken | 120799: Oil seeds and oleaginous fruits: n.e.c. in heading no. 1207, whether or not broken",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,04xxxxx Hạt có dầu/oil fruits,"[map loài→HS: 0401100 Pumpkin seeds | Cucurbita pepo S] residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
163050,Granate apples/pomegranates,0163050 Granate apples/pomegranates | Punica granatum,081090,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0163050 Granate apples/pomegranates | Punica granatum. HS2012 hiện tại: 081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh.","081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,01xxxxx Trái cây (fresh/frozen) + nuts,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN | HSFIX2 2026-06-29 080390->081090: lựu=fruit nec 081090 (KHÔNG phải chuối)"
